Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Unnamed: 34,Unnamed: 35,MP.1,Clube
Marcos Rocha,br BRA,DF,36-351,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,7.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.05,0.14,0.19,0.05,0.19,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,1.0,Palmeiras
Thalys,br BRA,"MF,FW",20-278,,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,2.0,Palmeiras
Riquelme Fillipi,br BRA,"DF,FW",19-073,,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,2.0,Palmeiras
Kaiky Naves,br BRA,DF,23-203,,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,1.0,Palmeiras
Erick Belé,br BRA,MF,18-310,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,1.0,Palmeiras
Larson,br BRA,FW,20-140,,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,1.0,Palmeiras
Luis Pacheco,br BRA,MF,17-298,,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,1.0,Palmeiras
Aranha,br BRA,GK,20-293,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,0.0,Palmeiras
Arthur,br BRA,DF,20-084,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,0.0,Palmeiras
Rafael Coutinho,br BRA,MF,19-246,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,0.0,Palmeiras
Kauan Cunha,br BRA,GK,18-286,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,0.0,Palmeiras
Gilberto,br BRA,DF,20-245,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,0.0,Palmeiras
Heittor Vinicius,br BRA,FW,18-070,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Palmeiras,https://fbref.com/en/squads/abdce579/Palmeiras-Stats,0.0,Palmeiras
Cássio,br BRA,GK,38-174,33.0,33,2906.0,32.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Kaiki,br BRA,DF,22-264,32.0,32,2813.0,31.3,1.0,5.0,6.0,1.0,0.0,0.0,10.0,0.0,3.3,3.3,4.6,7.9,60.0,105.0,146.0,0.03,0.16,0.19,0.03,0.19,0.1,0.15,0.25,0.1,0.25,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Kaio Jorge,br BRA,FW,23-307,32.0,32,2520.0,28.0,21.0,8.0,29.0,20.0,1.0,2.0,4.0,1.0,17.3,15.8,3.4,19.1,55.0,39.0,178.0,0.75,0.29,1.04,0.71,1.0,0.62,0.12,0.74,0.56,0.68,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Fabrício Bruno,br BRA,DF,29-288,31.0,31,2770.0,30.8,3.0,0.0,3.0,3.0,0.0,0.0,9.0,1.0,1.3,1.3,0.6,1.9,11.0,106.0,2.0,0.1,0.0,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Lucas Romero,ar ARG,MF,31-223,32.0,31,2742.0,30.5,1.0,3.0,4.0,1.0,0.0,0.0,12.0,0.0,0.5,0.5,1.6,2.2,30.0,152.0,29.0,0.03,0.1,0.13,0.03,0.13,0.02,0.05,0.07,0.02,0.07,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Lucas Villalba,ar ARG,DF,31-100,30.0,30,2684.0,29.8,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,1.8,1.8,0.3,2.1,48.0,112.0,10.0,0.03,0.0,0.03,0.03,0.03,0.06,0.01,0.07,0.06,0.07,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Matheus Pereira,br BRA,"MF,FW",29-206,32.0,30,2614.0,29.0,6.0,7.0,13.0,6.0,0.0,0.0,6.0,0.0,4.2,4.2,7.1,11.3,76.0,169.0,145.0,0.21,0.24,0.45,0.21,0.45,0.14,0.24,0.39,0.14,0.39,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Lucas Silva,br BRA,MF,32-284,32.0,30,2587.0,28.7,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.9,0.9,1.3,2.2,37.0,162.0,31.0,0.07,0.07,0.14,0.07,0.14,0.03,0.05,0.08,0.03,0.08,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Christian,br BRA,FW,24-343,28.0,27,2189.0,24.3,4.0,2.0,6.0,4.0,0.0,0.0,9.0,0.0,4.9,4.9,3.9,8.8,30.0,51.0,139.0,0.16,0.08,0.25,0.16,0.25,0.2,0.16,0.36,0.2,0.36,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Wanderson,br BRA,"FW,MF",31-051,27.0,25,1792.0,19.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.2,2.2,2.8,5.0,51.0,36.0,104.0,0.0,0.1,0.1,0.0,0.1,0.11,0.14,0.25,0.11,0.25,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
William,br BRA,DF,30-238,28.0,23,2101.0,23.3,0.0,6.0,6.0,0.0,0.0,0.0,4.0,1.0,0.7,0.7,4.7,5.3,38.0,81.0,131.0,0.0,0.26,0.26,0.0,0.26,0.03,0.2,0.23,0.03,0.23,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Jonathan,br BRA,DF,21-184,12.0,9,708.0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,3.0,17.0,6.0,0.0,0.13,0.13,0.0,0.13,0.0,0.06,0.06,0.0,0.06,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Carlos Eduardo,br BRA,"MF,FW",36-041,26.0,8,795.0,8.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8,0.8,0.5,1.3,11.0,28.0,11.0,0.11,0.0,0.11,0.11,0.11,0.09,0.06,0.14,0.09,0.14,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Fagner,br BRA,DF,36-169,9.0,8,740.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.4,0.5,14.0,36.0,43.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Gabriel Barbosa,br BRA,"FW,MF",29-089,28.0,7,926.0,10.3,6.0,2.0,8.0,5.0,1.0,2.0,5.0,0.0,5.3,3.7,1.1,4.8,13.0,35.0,50.0,0.58,0.19,0.78,0.49,0.68,0.52,0.11,0.62,0.36,0.47,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Matheus Henrique,br BRA,"MF,FW",27-343,14.0,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.6,8.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Keny Arroyo,ec ECU,FW,19-286,10.0,6,571.0,6.3,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,1.1,3.2,23.0,15.0,69.0,0.32,0.16,0.47,0.32,0.47,0.32,0.18,0.5,0.32,0.5,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Kauã Prates,br BRA,DF,17-107,7.0,3,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Marquinhos,br BRA,"FW,MF",22-234,17.0,2,384.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.6,1.1,10.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.25,0.11,0.25,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Léo Aragão,br BRA,GK,23-222,3.0,2,244.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Dudu,br BRA,"FW,MF",33-324,5.0,2,215.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.7,4.0,6.0,13.0,0.42,0.0,0.42,0.42,0.42,0.26,0.02,0.28,0.26,0.28,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Walace,br BRA,MF,30-237,14.0,2,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Kauã Moraes,br BRA,DF,19-151,5.0,2,197.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,8.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Luis Sinisterra,co COL,"FW,MF",26-163,9.0,1,209.0,2.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,2.0,6.0,18.0,0.86,0.0,0.86,0.86,0.86,0.22,0.03,0.25,0.22,0.25,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Mateo Gamarra,py PAR,DF,25-038,2.0,1,154.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
João Marcelo,br BRA,DF,25-167,3.0,1,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Yannick Bolasie,cd COD,"FW,MF",36-187,15.0,0,153.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.3,0.8,3.0,2.0,12.0,0.0,0.59,0.59,0.0,0.59,0.28,0.18,0.46,0.28,0.46,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Lautaro Díaz,ar ARG,"FW,MF",27-190,6.0,0,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.16,0.03,0.16,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
João Wellington,br BRA,"FW,MF",21-329,3.0,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Ryan Guilherme,br BRA,MF,22-355,2.0,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.0,0.54,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Rodriguinho,br BRA,FW,22-175,1.0,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Kenji,br BRA,FW,19-301,2.0,0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Juan Ignacio Dinenno,ar ARG,FW,31-091,1.0,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Marlon,br BRA,DF,28-191,1.0,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.41,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
José,br BRA,DF,20-088,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Murilo Rhikman,br BRA,MF,19-259,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Bruno Alves,br BRA,DF,20-115,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Vitor Lamounier,br BRA,GK,18-040,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Marcelo,br BRA,GK,19-288,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Otávio,br BRA,GK,19-335,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Rayan Passaglia Lelis,br BRA,FW,18-312,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Cruzeiro,https://fbref.com/en/squads/03ff5eeb/Cruzeiro-Stats,,Cruzeiro
Jemmes,br BRA,DF,25-232,,35,3138.0,34.9,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2.2,2.2,0.3,2.5,27.0,84.0,2.0,0.06,0.0,0.06,0.06,0.06,0.06,0.01,0.07,0.06,0.07,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,35.0,Mirassol
Danielzinho,br BRA,MF,31-023,,34,3009.0,33.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.8,1.8,2.9,4.6,48.0,203.0,104.0,0.0,0.06,0.06,0.0,0.06,0.05,0.09,0.14,0.05,0.14,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,34.0,Mirassol
Reinaldo,br BRA,DF,36-060,,32,2832.0,31.5,13.0,6.0,19.0,7.0,6.0,7.0,6.0,0.0,8.3,2.8,8.4,11.2,58.0,160.0,122.0,0.41,0.19,0.6,0.22,0.41,0.26,0.27,0.53,0.09,0.36,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,33.0,Mirassol
João Victor,br BRA,DF,28-086,,31,2789.0,31.0,2.0,1.0,3.0,2.0,0.0,0.0,8.0,1.0,2.4,2.4,0.7,3.1,9.0,73.0,5.0,0.06,0.03,0.1,0.06,0.1,0.08,0.02,0.1,0.08,0.1,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,31.0,Mirassol
Neto Moura,br BRA,MF,29-113,,29,2240.0,24.9,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.3,0.3,0.4,0.7,5.0,145.0,20.0,0.04,0.0,0.04,0.04,0.04,0.01,0.01,0.03,0.01,0.03,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,31.0,Mirassol
Walter,br BRA,GK,38-009,,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,28.0,Mirassol
Lucas Ramon,br BRA,DF,31-265,,27,2334.0,25.9,2.0,3.0,5.0,2.0,0.0,0.0,6.0,0.0,2.1,2.1,2.7,4.8,52.0,79.0,150.0,0.08,0.12,0.19,0.08,0.19,0.08,0.1,0.19,0.08,0.19,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,28.0,Mirassol
Negueba,br BRA,FW,25-359,,24,1897.0,21.1,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,6.0,39.0,66.0,151.0,0.33,0.14,0.47,0.33,0.47,0.14,0.14,0.28,0.14,0.28,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,30.0,Mirassol
Gabriel,br BRA,"MF,FW",35-325,,20,1526.0,17.0,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,3.1,3.1,2.4,5.6,24.0,67.0,91.0,0.24,0.12,0.35,0.24,0.35,0.18,0.14,0.33,0.18,0.33,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,24.0,Mirassol
Edson Carioca,br BRA,FW,28-146,,16,1168.0,13.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,3.7,3.7,1.8,5.5,36.0,31.0,72.0,0.31,0.15,0.46,0.31,0.46,0.29,0.14,0.42,0.29,0.42,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,21.0,Mirassol
José Aldo,br BRA,MF,27-125,,14,1295.0,14.4,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.9,0.9,2.0,2.9,14.0,94.0,39.0,0.0,0.07,0.07,0.0,0.07,0.06,0.14,0.2,0.06,0.2,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,28.0,Mirassol
Alesson,br BRA,FW,26-284,,13,1260.0,14.0,5.0,5.0,10.0,5.0,0.0,0.0,1.0,0.0,5.6,5.6,2.1,7.7,43.0,35.0,131.0,0.36,0.36,0.71,0.36,0.71,0.4,0.15,0.55,0.4,0.55,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,23.0,Mirassol
Francisco da Costa,br BRA,FW,30-206,,13,1160.0,12.9,6.0,0.0,6.0,6.0,0.0,0.0,3.0,0.0,4.1,4.1,0.7,4.8,5.0,14.0,39.0,0.47,0.0,0.47,0.47,0.47,0.32,0.05,0.37,0.32,0.37,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,19.0,Mirassol
Cristian Renato,br BRA,FW,25-282,,11,1295.0,14.4,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,4.3,4.3,0.6,4.9,13.0,19.0,58.0,0.28,0.14,0.42,0.28,0.42,0.3,0.04,0.34,0.3,0.34,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,29.0,Mirassol
Daniel Borges,br BRA,DF,32-249,,9,904.0,10.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.4,0.4,1.8,2.2,13.0,22.0,33.0,0.2,0.2,0.4,0.2,0.4,0.04,0.18,0.22,0.04,0.22,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,16.0,Mirassol
Yago,br BRA,MF,30-297,,8,608.0,6.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.6,0.6,0.5,1.1,9.0,39.0,22.0,0.0,0.15,0.15,0.0,0.15,0.09,0.07,0.16,0.09,0.16,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,18.0,Mirassol
Alex Muralha,br BRA,GK,36-017,,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,7.0,Mirassol
Iury de Castilho,br BRA,FW,30-082,,6,499.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.5,1.5,0.2,1.7,10.0,14.0,26.0,0.18,0.0,0.18,0.18,0.18,0.27,0.03,0.3,0.27,0.3,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,9.0,Mirassol
Guilherme,br BRA,"MF,FW",34-190,,6,482.0,5.4,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.7,1.7,9.0,30.0,28.0,0.37,0.0,0.37,0.37,0.37,0.19,0.14,0.32,0.19,0.32,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,10.0,Mirassol
Carlos Eduardo,br BRA,FW,29-048,,4,613.0,6.8,1.0,4.0,5.0,0.0,1.0,1.0,2.0,0.0,2.9,2.1,2.0,4.1,21.0,14.0,57.0,0.15,0.59,0.73,0.0,0.59,0.42,0.29,0.72,0.31,0.6,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,21.0,Mirassol
Gabriel Knesowitsch,br BRA,DF,22-040,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,4.0,Mirassol
Fabrício,br BRA,"FW,MF",28-249,,4,301.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,6.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.16,0.03,0.19,0.16,0.19,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,8.0,Mirassol
Clayson,br BRA,FW,30-253,,3,256.0,2.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.4,0.5,14.0,8.0,37.0,0.0,0.35,0.35,0.0,0.35,0.03,0.15,0.18,0.03,0.18,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,6.0,Mirassol
Shaylon,br BRA,MF,28-214,,2,378.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.9,2.0,9.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,0.25,0.22,0.47,0.25,0.47,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,12.0,Mirassol
Felipe Jonatan,br BRA,DF,27-285,,2,230.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,3.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Mirassol,https://fbref.com/en/squads/289e8847/Mirassol-Stats,4.0,Mirassol
