apelido;atleta_id;rodada;clube_id;posicao_id;status_id;pontuacao;preco_num;variacao_num;FC;FD;FF;FS;G;I;DS;CA;PE;A;SG;DD;FT;GS;CV;GC;ano;PP;DP;DE;PS;V;PC;posicao;clube;rodada_real;media_pre_rodada;perfil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
João Victor;97460;22;2305;3;0;9,5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Mirassol;22;233.125;Inesperado;;;;;;Victor Gabriel;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Lucas Lima;80583;22;292;4;0;13;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Sport;22;35.823.529.411.764.700;Inesperado;;;;;;Matheus Bidu;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Rodrigo Nestor;106822;22;265;4;0;14,5;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Bahia;22;31.625;Inesperado;;;;;;Villasanti;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Danilo;107231;22;263;4;0;12,6;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Botafogo;22;0.375;Inesperado;;;;;;Eric Ramires;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0,026315789
Vitinho;101960;22;285;5;0;11,3;0.0;0.0;2.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Internacional;22;18.727.272.727.272.700;Inesperado;;;;;;Gilberto;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Vitor Roque;114802;22;275;5;0;13,8;0.0;0.0;3.0;2.0;0.0;3.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Palmeiras;22;6.055.555.555.555.550;Inesperado;;;;;;Matheuzinho;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Nuno Moreira;142279;22;267;5;0;15;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Vasco;22;4.677.777.777.777.770;Inesperado;;;;;;Guga;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Rafael Guanaes;104027;22;2305;6;0;8,93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;Mirassol;22;4.838.571.428.571.420;Inesperado;;;;;;Alan Franco;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;0,026315789
Walter;51413;23;2305;1;0;11,5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;5.0;0.0;0.0;0.0;Goleiro;Mirassol;23;7.535.714.285.714.280;Inesperado;;;;;;Bruno Pacheco;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;0,026315789
Bruno Pacheco;90061;23;356;2;0;16,1;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Fortaleza;23;4.25;Inesperado;;;;;;Mayke;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;0,026315789
Emerson Royal;96870;23;262;2;0;18,7;0.0;0.0;1.0;0.0;0.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Flamengo;23;27.000.000.000.000.000;Inesperado;;;;;;Weverton;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;0,026315789
Gastón Ávila;105258;23;356;3;0;11,5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Fortaleza;23;34.799.999.999.999.900;Inesperado;;;;;;Arias;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Jemmes;132553;23;2305;3;0;10,7;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Mirassol;23;4.205;Inesperado;;;;;;Gustavo Prado;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Philippe Coutinho;68899;23;267;4;0;13;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Vasco;23;4.828.571.428.571.420;Inesperado;;;;;;Micael;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;0,026315789
Arrascaeta;87863;23;262;4;0;14;0.0;0.0;1.0;0.0;1.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Flamengo;23;10.057.894.736.842.100;Inesperado;;;;;;Willian Oliveira;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;0,026315789
Jean Lucas;98517;23;265;4;0;12,4;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Bahia;23;3.961.111.111.111.110;Inesperado;;;;;;Michel Araújo;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Eduardo Sasha;70360;23;280;5;0;14,3;0.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Bragantino;23;3.85;Inesperado;;;;;;Gustavo Scarpa;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Vitor Roque;114802;23;275;5;0;25,9;0.0;0.0;1.0;0.0;0.0;2.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Palmeiras;23;6.463.157.894.736.840;Inesperado;;;;;;Murilo;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Derik Lacerda;126216;23;292;5;0;12,6;0.0;0.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Sport;23;5.371.428.571.428.570;Inesperado;;;;;;Zé Marcos;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;0,026315789
Hernán Crespo;103912;23;276;6;0;9,25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;São Paulo;23;68.172.727.272.727.200;Inesperado;;;;;;Escobar;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Fábio;37656;24;266;1;0;10,7;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;4.0;0.0;0.0;0.0;Goleiro;Fluminense;24;31.761.904.761.904.700;Inesperado;;;;;;Negueba;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;0,026315789
Reinaldo;78850;24;2305;2;0;16,1;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Mirassol;24;7.26;Inesperado;;;;;;(vazio);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
Mayke;81150;24;277;2;0;14,2;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Santos;24;32.875;Inesperado;;;;;;Total Geral;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;;456;12
Gabriel Knesowitsch;117061;24;2305;3;0;7,5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Mirassol;24;38.000.000.000.000.000;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jemmes;132553;24;2305;3;0;9,2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Mirassol;24;4.514.285.714.285.710;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alan Patrick;68685;24;285;4;0;16,5;0.0;0.0;1.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;1.0;0.0;0.0;0.0;0.0;0.0;Meia;Internacional;24;640.625;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Andreas Pereira;89274;24;275;4;0;16;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Palmeiras;24;2.0;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carrascal;105436;24;262;4;0;11,1;0.0;0.0;3.0;0.0;0.0;2.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Flamengo;24;2.066.666.666.666.660;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ramón Sosa;112863;24;275;5;0;15,9;0.0;0.0;0.0;0.0;5.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Palmeiras;24;1.822.222.222.222.220;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
André;121792;24;284;5;0;15,7;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;1.0;Atacante;Grêmio;24;24.666.666.666.666.600;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Alysson;133669;24;284;5;0;12,2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Grêmio;24;4.325;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rafael Guanaes;104027;24;2305;6;0;8,71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;Mirassol;24;5.135.652.173.913.040;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
João Ricardo;81881;25;356;1;0;15,1;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;7.0;0.0;0.0;0.0;Goleiro;Fortaleza;25;5.1;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Paulo Henrique;93716;25;267;2;0;26,2;0.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;5.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Vasco;25;725.625;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mancuso;113078;25;356;2;0;10;0.0;0.0;3.0;1.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Fortaleza;25;4.335.714.285.714.280;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vitor Hugo;72605;25;282;3;0;13;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Atlético-MG;25;4.855.555.555.555.550;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedro Henrique;87225;25;280;3;0;11,1;0.0;0.0;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Bragantino;25;3.423.809.523.809.520;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucas Sasha;68991;25;356;4;0;14,8;0.0;0.0;4.0;0.0;0.0;1.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Fortaleza;25;5.28;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arrascaeta;87863;25;262;4;0;13,2;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Flamengo;25;9.742.857.142.857.140;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carrascal;105436;25;262;4;0;17,7;0.0;0.0;3.0;0.0;2.0;4.0;0.0;0.0;4.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Flamengo;25;4.325;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cantalapiedra;93411;25;287;5;0;14,7;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Vitória;25;3.04;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucas Barbosa;112886;25;280;5;0;17,2;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Bragantino;25;470.952.380.952.381;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lautaro Díaz;118775;25;277;5;0;14,7;0.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Santos;25;0.725;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fernando Diniz;72391;25;267;6;0;10,25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;Vasco;25;445.764.705.882.353;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rafael;68928;26;276;1;0;12,8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;6.0;0.0;0.0;0.0;Goleiro;São Paulo;26;4.663.636.363.636.360;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reinaldo;78850;26;2305;2;0;12,1;0.0;0.0;1.0;2.0;0.0;3.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Mirassol;26;75.181.818.181.818.100;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luan Cândido;100848;26;292;2;0;13,8;0.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;1.0;Lateral;Sport;26;46.499.999.999.999.900;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zé Marcos;90943;26;287;3;0;15,3;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Vitória;26;16.777.777.777.777.700;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sabino;104075;26;276;3;0;13;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;São Paulo;26;3.663.157.894.736.840;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucho Acosta;89837;26;266;4;0;11,3;0.0;0.0;3.0;1.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Fluminense;26;4.025;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eric Ramires;103295;26;280;4;0;12,9;0.0;0.0;3.0;0.0;1.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Bragantino;26;25.791.666.666.666.600;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santiago Rodríguez;105214;26;263;4;0;14,5;0.0;0.0;1.0;0.0;1.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Botafogo;26;3.5;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jeffinho;107170;26;263;5;0;16,4;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Botafogo;26;23.999.999.999.999.900;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tapia;108588;26;276;5;0;13,5;0.0;0.0;1.0;0.0;1.0;7.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;São Paulo;26;2.757.142.857.142.850;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flaco López;113103;26;275;5;0;25,2;0.0;0.0;2.0;0.0;1.0;2.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Palmeiras;26;5.647.619.047.619.040;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Abel Ferreira;110506;26;275;6;0;9,24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;Palmeiras;26;60.176;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Brenno;100830;27;356;1;0;13;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2025;0.0;1.0;5.0;0.0;0.0;0.0;Goleiro;Fortaleza;27;-0.9666666666666667;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Samuel Xavier;73384;27;266;2;0;14,5;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Fluminense;27;4.25;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mancuso;113078;27;356;2;0;10,4;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Lateral;Fortaleza;27;4.713.333.333.333.330;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Juninho;92182;27;285;3;0;8,5;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Internacional;27;2.375;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vitão;97900;27;285;3;0;8,9;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Zagueiro;Internacional;27;2.526.315.789.473.680;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lucas Mugni;81121;27;354;4;0;12,1;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Ceará;27;3.111.111.111.111.110;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Maurício;105647;27;275;4;0;12,5;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Palmeiras;27;38.529.411.764.705.800;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jhon Jhon;115248;27;280;4;0;13,5;0.0;0.0;0.0;1.0;1.0;3.0;1.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Meia;Bragantino;27;4.869.565.217.391.300;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pedro Henrique;72583;27;354;5;0;17,2;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Ceará;27;4.088.235.294.117.640;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rayan;122486;27;267;5;0;20,6;0.0;0.0;1.0;0.0;3.0;2.0;2.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Vasco;27;6.75;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Derik Lacerda;126216;27;292;5;0;16,1;0.0;0.0;1.0;2.0;2.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;0.0;0.0;Atacante;Sport;27;5.61;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ramón Díaz;92075;27;285;6;0;10,49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2025;0.0;0.0;0.0;0.0;1.0;0.0;Técnico;Internacional;27;4.195;Inesperado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
